Power                   Time
414.3158068862205	0.256
414.3158068862205	0.268
414.3158068862205	0.28
414.3158068862205	0.292
414.3158068862205	0.304
414.3158068862205	0.316
414.3158068862205	0.328
414.3158068862205	0.34
414.3158068862205	0.352
414.3158068862205	0.364
414.3158068862205	0.376
414.3158068862205	0.388
414.3158068862205	0.4
414.3158068862205	0.412
414.3158068862205	0.424
414.3158068862205	0.436
414.3158068862205	0.448
414.3158068862205	0.46
414.3158068862205	0.472
414.3158068862205	0.484
414.3158068862205	0.496
414.3158068862205	0.508
414.3158068862205	0.52
414.3158068862205	0.532
414.3158068862205	0.544
414.3158068862205	0.556
414.3158068862205	0.568
414.3158068862205	0.58
414.3158068862205	0.592
414.3158068862205	0.604
414.3158068862205	0.616
414.3158068862205	0.628
414.3158068862205	0.64
414.3158068862205	0.652
414.3158068862205	0.664
414.3158068862205	0.676
414.3158068862205	0.688
414.3158068862205	0.7
414.3158068862205	0.712
414.3158068862205	0.724
414.3158068862205	0.736
414.3158068862205	0.748
414.3158068862205	0.76
414.3158068862205	0.772
414.3158068862205	0.784
414.3158068862205	0.796
414.3158068862205	0.808
414.3158068862205	0.82
414.3158068862205	0.832
414.3158068862205	0.844
414.3158068862205	0.856
414.3158068862205	0.868
414.3158068862205	0.88
414.3158068862205	0.892
414.3158068862205	0.904
414.3158068862205	0.916
414.3158068862205	0.928
414.3158068862205	0.94
414.3158068862205	0.952
414.3158068862205	0.964
414.3158068862205	0.976
414.3158068862205	0.988
414.3158068862205	1.0
414.3158068862205	1.012
414.3158068862205	1.024
414.3158068862205	1.036
414.3158068862205	1.048
414.3158068862205	1.06
414.3158068862205	1.072
414.3158068862205	1.084
414.3158068862205	1.096
414.3158068862205	1.108
414.3158068862205	1.12
414.3158068862205	1.132
414.3158068862205	1.144
414.3158068862205	1.156
414.3158068862205	1.168
414.3158068862205	1.18
414.3158068862205	1.192
414.3158068862205	1.204
414.3158068862205	1.216
414.3158068862205	1.228
414.3158068862205	1.24
414.3158068862205	1.252
414.3158068862205	1.264
414.3158068862205	1.276
414.3158068862205	1.288
414.3158068862205	1.3
414.3158068862205	1.312
414.3158068862205	1.324
414.3158068862205	1.336
414.3158068862205	1.348
414.3158068862205	1.36
414.3158068862205	1.372
414.3158068862205	1.384
414.3158068862205	1.396
414.3158068862205	1.408
414.3158068862205	1.42
414.3158068862205	1.432
414.3158068862205	1.444
414.3158068862205	1.456
414.3158068862205	1.468
414.3158068862205	1.48
414.3158068862205	1.492
414.3158068862205	1.504
414.3158068862205	1.516
414.3158068862205	1.528
414.3158068862205	1.54
414.3158068862205	1.552
414.3158068862205	1.564
414.3158068862205	1.576
414.3158068862205	1.588
414.3158068862205	1.6
414.3158068862205	1.612
414.3158068862205	1.624
414.3158068862205	1.636
414.3158068862205	1.648
414.3158068862205	1.66
414.3158068862205	1.672
414.3158068862205	1.684
414.3158068862205	1.696
414.3158068862205	1.708
414.3158068862205	1.72
414.3158068862205	1.732
414.3158068862205	1.744
414.3158068862205	1.756
414.3158068862205	1.768
414.3158068862205	1.78
414.3158068862205	1.792
414.3158068862205	1.804
414.3158068862205	1.816
414.3158068862205	1.828
414.3158068862205	1.84
414.3158068862205	1.852
414.3158068862205	1.864
414.3158068862205	1.876
414.3158068862205	1.888
414.3158068862205	1.9
414.3158068862205	1.912
414.3158068862205	1.924
414.3158068862205	1.936
414.3158068862205	1.948
414.3158068862205	1.96
414.3158068862205	1.972
414.3158068862205	1.984
414.3158068862205	1.996
414.3158068862205	2.008
414.3158068862205	2.02
414.3158068862205	2.032
414.3158068862205	2.044
414.3158068862205	2.056
415.4824518617887	2.068
416.6146487528195	2.08
417.7144818347338	2.092
418.7841527659976	2.104
419.8250464672803	2.116
420.8369462212694	2.128
421.8177766417157	2.14
422.7637177156385	2.152
423.6693277137372	2.164
424.5276279664725	2.176
425.330323385371	2.188
426.068140301581	2.2
426.73118477464925	2.212
427.3093361192534	2.224
427.7928800051962	2.236
428.17351102196926	2.248
428.4452507274173	2.26
428.60499958811903	2.272
428.652598971543	2.284
428.5903274349646	2.296
428.42240486083125	2.308
428.1548226717104	2.32
427.7952180243574	2.332
427.35272269649766	2.344
426.8377455334476	2.356
426.2616627873944	2.368
425.63634798218885	2.38
424.97366539440185	2.392
424.2850845879175	2.404
423.5813671843618	2.416
422.8721984149875	2.428
422.1656951914627	2.44
421.4679689009752	2.452
420.7830065122491	2.464
420.1129136581488	2.476
419.45842688165686	2.488
418.8196135274098	2.5
418.1964414931089	2.512
417.58886176413625	2.524
416.996453053705	2.536
416.41787784892244	2.548
415.850384323129	2.56
415.2893944961191	2.572
414.72829277159616	2.584
414.1584698023049	2.596
413.5696111199659	2.608
412.95020854715625	2.62
412.2882000389075	2.632
411.57154836525234	2.644
410.7886500147832	2.656
409.9285873602654	2.668
408.9814104522449	2.68
407.9385726315163	2.692
406.7932870203969	2.704
405.5406677531854	2.716
404.1777843306504	2.728
402.7037208994269	2.74
401.11980855706366	2.752
399.4299941862507	2.764
397.6409317161812	2.776
395.76160046522705	2.788
393.8025812376251	2.8
391.77513613833935	2.812
389.6905131550652	2.824
387.55965183838595	2.836
385.39306297875487	2.848
383.200720953224	2.86
380.9919099725119	2.872
378.7750564012105	2.884
376.5577388546088	2.896
374.3468412228357	2.908
372.14871141301256	2.92
369.9691418727164	2.932
367.813074267964	2.944
365.6842703979394	2.956
363.58522252958534	2.968
361.51736149174815	2.98
359.4814269576694	2.992
357.47781182236963	3.004
355.50677228637363	3.016
353.56842308185804	3.028
351.6626769106447	3.04
